Date,Open,High,Low,Close,Volume,Ticker
2022-03-24,1715.9631852530856,1751.5091808988545,1715.9631852530856,1744.205810546875,3784303,INFY.NS
2022-03-25,1749.1053481958731,1750.9542967669047,1717.6732224883363,1734.822265625,3438588,INFY.NS
2022-03-28,1725.0691884412138,1738.8438792363484,1712.7274780715766,1732.37255859375,4008555,INFY.NS
2022-03-29,1732.372719454187,1746.702073636215,1720.031007938553,1743.558837890625,3917785,INFY.NS
2022-03-30,1765.746069251847,1774.0663386881122,1751.8789535247383,1760.1529541015625,7795839,INFY.NS
2022-03-31,1756.5013573148563,1768.5195244964843,1751.1393606627016,1762.833984375,5399145,INFY.NS
2022-04-01,1744.3445346895235,1766.023527522738,1736.4403461186464,1759.7833251953125,6171518,INFY.NS
2022-04-04,1747.0256071976332,1750.0301491864636,1731.5406600244303,1740.7391357421875,7364074,INFY.NS
2022-04-05,1741.524943516209,1746.8868273985145,1716.887677851375,1720.539306640625,5472024,INFY.NS
2022-04-06,1714.900003597665,1717.211189586341,1684.5310422766368,1690.7249755859375,5407453,INFY.NS
2022-04-07,1683.5141574256265,1690.0779031194882,1671.0337529799215,1674.22314453125,5797544,INFY.NS
2022-04-08,1685.3168772737245,1699.1839936528281,1671.4497608946208,1677.55126953125,5131446,INFY.NS
2022-04-11,1676.996763587219,1676.996763587219,1629.432595118666,1633.1304931640625,8248407,INFY.NS
2022-04-12,1624.7637263865097,1624.7637263865097,1597.2606135216456,1610.850341796875,6456184,INFY.NS
2022-04-13,1622.4064144492802,1624.7638694713714,1601.189770654006,1616.4898681640625,6257693,INFY.NS
2022-04-18,1484.2438258841005,1525.382941581293,1469.914470978337,1498.9429931640625,30523965,INFY.NS
2022-04-19,1513.0409632688543,1513.0409632688543,1432.9352384950685,1444.0289306640625,17044923,INFY.NS
2022-04-20,1456.0471840945231,1475.7385340102483,1444.9534912633267,1467.7879638671875,10678747,INFY.NS
2022-04-21,1474.5366489935684,1504.304679149514,1469.220921262087,1496.5391845703125,7766514,INFY.NS
2022-04-22,1483.1804743937155,1489.0508642371158,1462.8883065454063,1465.7078857421875,8134245,INFY.NS
2022-04-25,1454.0134401112066,1454.0134401112066,1436.72570042334,1443.197021484375,7000570,INFY.NS
2022-04-26,1458.0809463578112,1471.7632123161764,1448.2353844958193,1461.593994140625,5345435,INFY.NS
2022-04-27,1453.9671453361484,1453.9671453361484,1433.2588957397254,1435.52392578125,8819356,INFY.NS
2022-04-28,1451.4247655877414,1480.8230957890407,1439.822567066419,1463.0731201171875,9245177,INFY.NS
2022-04-29,1469.9143175533452,1476.663025912653,1442.919709817875,1449.159912109375,9831395,INFY.NS
2022-05-02,1433.7674318325649,1435.4776869767059,1415.37036790297,1424.6151123046875,7072627,INFY.NS
2022-05-04,1430.3929651156598,1451.4247569763036,1414.5844760015705,1419.57666015625,6220959,INFY.NS
2022-05-05,1442.2262583216325,1469.3595579891237,1439.8225347251612,1465.4305419921875,6144870,INFY.NS
2022-05-06,1432.935454604219,1443.8904547031123,1419.1146061662955,1426.325439453125,6171472,INFY.NS
2022-05-09,1423.6905167141922,1466.9559619728693,1407.1886719315435,1451.748291015625,6832202,INFY.NS
2022-05-10,1440.3309897615,1450.6389009939592,1429.2835667839722,1435.7086181640625,6212545,INFY.NS
2022-05-11,1432.8890450278534,1432.8890450278534,1397.4354745092514,1411.4412841796875,7846080,INFY.NS
2022-05-12,1399.654267727824,1412.1346723607999,1390.6869110207788,1394.8470458984375,7034979,INFY.NS
2022-05-13,1404.5541111552066,1413.7525870158702,1384.955184628433,1390.7794189453125,6723761,INFY.NS
2022-05-16,1395.9565501491263,1397.6668054715142,1366.974295999322,1376.635009765625,6145331,INFY.NS
2022-05-17,1381.996762634723,1409.8234186891668,1369.05412141397,1403.76806640625,6516378,INFY.NS
2022-05-18,1407.0501149929557,1432.6580121556929,1391.611436795345,1395.216796875,6594126,INFY.NS
2022-05-19,1369.1465707621612,1372.5670808627422,1310.5811407612478,1319.3636474609375,16561140,INFY.NS
2022-05-20,1343.2613807925095,1355.9729045267813,1337.4371465957254,1345.2490234375,10488908,INFY.NS
2022-05-23,1345.2027358164835,1375.6179674794519,1340.5342076024363,1357.498291015625,5887569,INFY.NS
2022-05-24,1357.6831976666913,1358.5615161325186,1326.851996353647,1332.167724609375,5693167,INFY.NS
2022-05-25,1326.6208193653572,1333.5543776547233,1293.570858186046,1303.9249267578125,9630092,INFY.NS
2022-05-26,1310.9046959116495,1321.9983886838215,1300.781746397394,1316.4052734375,13040065,INFY.NS
2022-05-27,1334.894714297974,1356.2038935531154,1328.8394749173106,1350.9805908203125,8284860,INFY.NS
2022-05-30,1374.6935417227328,1414.4459440724822,1372.8445927762327,1411.4876708984375,10904213,INFY.NS
2022-05-31,1411.3940004580238,1418.2141801443167,1390.3263944704445,1404.7607421875,16033857,INFY.NS
2022-06-01,1413.5429271709493,1415.1778909003274,1375.3314663437072,1381.3575439453125,8738508,INFY.NS
2022-06-02,1386.449342763076,1414.337131868613,1378.6014934854004,1408.8717041015625,7205840,INFY.NS
2022-06-03,1424.660736968286,1452.7820909681764,1418.2142855882262,1421.6710205078125,9395707,INFY.NS
2022-06-06,1416.3456994759126,1435.591535116052,1394.857605090724,1429.47216796875,6624883,INFY.NS
2022-06-07,1419.9425895668649,1419.9425895668649,1403.8265188602247,1407.656982421875,4904592,INFY.NS
2022-06-08,1420.2695677930515,1420.2695677930515,1393.9233411458333,1401.3974609375,4697608,INFY.NS
2022-06-09,1387.383548547726,1417.2332701859498,1384.1136209922263,1415.4114990234375,4361061,INFY.NS
2022-06-10,1388.4111298525793,1395.7450869561649,1376.7328178895402,1379.7225341796875,6516436,INFY.NS
2022-06-13,1348.7049120706336,1348.7049120706336,1318.9018361839383,1330.8604736328125,6987685,INFY.NS
2022-06-14,1317.313627861265,1353.656558559691,1310.9139355280222,1345.85546875,6090247,INFY.NS
2022-06-15,1345.5283167184302,1351.320827755737,1325.5817831216534,1328.7115478515625,4651958,INFY.NS
2022-06-16,1343.4731627901856,1348.8451869112173,1300.4969698219322,1305.3551025390625,6641772,INFY.NS
2022-06-17,1299.6093285888728,1305.121400660011,1277.280373057629,1296.1058349609375,9692047,INFY.NS
2022-06-20,1298.6750335140962,1328.8517228355117,1291.1541550820793,1321.1907958984375,4595194,INFY.NS
2022-06-21,1330.393454357415,1360.2899364778064,1329.225623024587,1354.5909423828125,6270787,INFY.NS
2022-06-22,1341.6511445442352,1363.6530143358455,1340.6701207886697,1342.772216796875,6253366,INFY.NS
2022-06-23,1345.1549046044834,1362.1584834016473,1338.8018564571746,1356.9732666015625,6254281,INFY.NS
2022-06-24,1362.158240432355,1371.033757088121,1334.9711543275776,1346.369140625,6114340,INFY.NS
2022-06-27,1371.5477470772657,1386.4492278634557,1368.8383558308626,1377.6671142578125,4511097,INFY.NS
2022-06-28,1372.4353390229378,1390.4199409808625,1357.4870984345328,1382.8524169921875,4412178,INFY.NS
2022-06-29,1368.417993216174,1379.9094991183742,1361.2241978439208,1367.0633544921875,5060038,INFY.NS
2022-06-30,1368.744959459848,1384.5807053090439,1359.3555507588792,1365.802001953125,9165177,INFY.NS
2022-07-01,1358.4212584199759,1387.3834723202642,1347.5370487740513,1382.151611328125,4651635,INFY.NS
2022-07-04,1382.9458471934,1394.157027849587,1365.895509945449,1390.1864013671875,4800224,INFY.NS
2022-07-05,1400.27639064977,1410.6933538879357,1375.2380436923982,1378.9283447265625,7379669,INFY.NS
2022-07-06,1384.7675627077901,1401.397525630346,1373.369575117739,1393.596435546875,5209162,INFY.NS
2022-07-07,1404.2471275986425,1414.4305253965072,1397.3801882512762,1400.1829833984375,3323472,INFY.NS
2022-07-08,1415.4114743759942,1417.2332455067829,1401.3507405137848,1414.8975830078125,3652582,INFY.NS
2022-07-11,1396.726291209554,1401.3042128996474,1370.0063327956207,1376.3126220703125,4702638,INFY.NS
2022-07-12,1365.7084611302762,1372.0613939514617,1341.6043813620538,1344.033447265625,4710356,INFY.NS
2022-07-13,1354.6842397667392,1364.026889696165,1344.0335960379898,1349.4990234375,5264025,INFY.NS
2022-07-14,1355.6184297341536,1357.4402007511594,1321.0506269084033,1334.9244384765625,6157606,INFY.NS
2022-07-15,1350.9473212847838,1350.9473212847838,1317.921073134504,1336.3260498046875,5620018,INFY.NS
2022-07-18,1354.6842300217913,1395.4181606118636,1352.862458917066,1391.96142578125,5835171,INFY.NS
2022-07-19,1374.8177608815047,1389.111947520673,1373.4630081501748,1386.5894775390625,3418540,INFY.NS
2022-07-20,1402.565303848973,1425.5015547692901,1401.397472621788,1415.6917724609375,5079392,INFY.NS
2022-07-21,1417.2799301008313,1434.5170728214896,1404.293624477916,1432.134765625,5008061,INFY.NS
2022-07-22,1433.1624184232726,1438.7680080650846,1394.0634534808364,1407.2833251953125,7020642,INFY.NS
2022-07-25,1382.8055160785466,1417.4200777538338,1382.8055160785466,1404.7607421875,7859626,INFY.NS
2022-07-26,1398.2677241608646,1398.2677241608646,1350.0129144777668,1355.7586669921875,7268273,INFY.NS
2022-07-27,1355.6184064980687,1376.172234852967,1350.0128169467328,1374.3504638671875,4517285,INFY.NS
2022-07-28,1398.0342425587721,1424.240308763591,1391.9147608675469,1417.65380859375,6636841,INFY.NS
2022-07-29,1432.041456860599,1453.4360344112592,1427.5569391819329,1447.8304443359375,7009465,INFY.NS
2022-08-01,1461.1904831986774,1461.1904831986774,1436.8061891207428,1449.091796875,2983249,INFY.NS
2022-08-02,1444.887497674214,1445.307871281456,1427.8838072315298,1442.13134765625,4374635,INFY.NS
2022-08-03,1447.176435604499,1466.7959999348375,1438.674647203889,1463.15234375,6011955,INFY.NS
2022-08-04,1483.1455609294435,1498.4207695666641,1471.420490561644,1494.73046875,7402209,INFY.NS
2022-08-05,1502.6718304457545,1518.8345463206253,1496.9728368246035,1510.3795166015625,5361971,INFY.NS
2022-08-08,1510.7065935983567,1515.3779188723158,1491.0870274477288,1512.9488525390625,3763409,INFY.NS
2022-08-10,1514.6303839225395,1514.6303839225395,1483.7062349961125,1497.1129150390625,4423829,INFY.NS
2022-08-11,1522.852056006384,1524.113291034975,1509.7723450958997,1513.462646484375,3462090,INFY.NS
2022-08-12,1507.2498469909185,1507.9037869058625,1485.6215883286336,1489.3118896484375,3562286,INFY.NS
2022-08-16,1503.2322726404518,1503.2322726404518,1486.5089075812407,1491.5072021484375,3004430,INFY.NS
2022-08-17,1491.5072437480824,1506.0351094357977,1480.8099556177044,1500.6630859375,4067324,INFY.NS
2022-08-18,1489.3117302962085,1493.142193772516,1470.5330276569332,1478.8946533203125,4635706,INFY.NS
2022-08-19,1481.090365337767,1499.4019367167284,1480.9034439082338,1492.1146240234375,4739884,INFY.NS
2022-08-22,1481.7443272149044,1493.8897725199445,1470.5331469333287,1472.07470703125,3950555,INFY.NS
2022-08-23,1446.2422372296878,1452.3149598020348,1432.2282620627334,1441.0103759765625,5551574,INFY.NS
2022-08-24,1434.0967106516766,1444.3736251905486,1430.3596508193596,1436.432373046875,2888426,INFY.NS
2022-08-25,1446.2422808007118,1446.8962207097954,1414.2437032054763,1418.3544921875,4331088,INFY.NS
2022-08-26,1434.2371106539388,1443.3928403313103,1417.7005497305674,1421.5311279296875,3079136,INFY.NS
2022-08-29,1372.0149128596886,1372.0149128596886,1354.684251472443,1365.661865234375,8079050,INFY.NS
2022-08-30,1376.265895734051,1397.7539930298863,1369.6326363345431,1394.81103515625,6725875,INFY.NS
2022-09-01,1364.073697042377,1371.5944620752352,1355.665311807066,1367.9508056640625,8140604,INFY.NS
2022-09-02,1380.8436858143712,1380.8436858143712,1352.8157354933758,1357.487060546875,5175653,INFY.NS
2022-09-05,1355.6184802067,1370.5667198230385,1351.274125258998,1365.241455078125,3669352,INFY.NS
2022-09-06,1365.2414860195968,1373.3695458767859,1350.4332945772383,1359.448974609375,3428442,INFY.NS
2022-09-07,1345.3414999946822,1369.3988219563928,1343.5197289985108,1361.831298828125,3600574,INFY.NS
2022-09-08,1378.0407305757965,1383.739723669315,1367.3900878828226,1378.881591796875,4061475,INFY.NS
2022-09-09,1390.1863477805073,1420.0828283779374,1382.7122276311495,1412.28173828125,4816910,INFY.NS
2022-09-12,1425.5016304188198,1444.2803347393096,1421.1572752139393,1435.2178955078125,5494819,INFY.NS
2022-09-13,1449.886033145618,1450.9137019475784,1439.9828458835789,1443.392822265625,4947158,INFY.NS
2022-09-14,1398.594775053144,1400.4165462759852,1375.2381488832518,1378.4146728515625,14332197,INFY.NS
2022-09-15,1378.0409291656536,1378.227736554588,1335.1114963466657,1338.614990234375,12784100,INFY.NS
2022-09-16,1331.327624190283,1331.327624190283,1278.4014891632687,1286.5296630859375,20464045,INFY.NS
2022-09-19,1300.4967740881866,1313.5764830229816,1289.8461311463657,1298.9085693359375,6595241,INFY.NS
2022-09-20,1315.3983309884716,1320.6303061053943,1294.0503990368761,1297.273681640625,7219797,INFY.NS
2022-09-21,1289.1921333399803,1297.507113598072,1278.4480871981557,1286.71630859375,7917054,INFY.NS
2022-09-22,1276.5329088299916,1292.9759493624283,1270.6003491267281,1278.0277099609375,9168498,INFY.NS
2022-09-23,1277.6071830932276,1303.1126591309667,1272.468726415339,1275.69189453125,10426200,INFY.NS
2022-09-26,1270.600300273954,1307.4570060127608,1265.9289756405938,1289.5191650390625,9414587,INFY.NS
2022-09-27,1301.8514285587164,1314.0436315835668,1287.4170809258123,1301.9449462890625,8561254,INFY.NS
2022-09-28,1288.3514936305849,1313.4364872129543,1286.4829635455515,1303.0194091796875,7022098,INFY.NS
2022-09-29,1312.5487502154149,1317.1733157441838,1301.4309753554387,1306.7095947265625,6119965,INFY.NS
2022-09-30,1297.647251972177,1326.002284338528,1285.5485665320145,1320.5367431640625,8120130,INFY.NS
2022-10-03,1319.1820484164798,1319.1820484164798,1294.8911608394058,1302.1317138671875,4943169,INFY.NS
2022-10-04,1326.3760372090367,1338.1011091284151,1321.0507720772064,1335.4384765625,6631341,INFY.NS
2022-10-06,1350.0129150497514,1363.8400825662466,1349.1720537467447,1359.4957275390625,6180672,INFY.NS
2022-10-07,1351.274257155095,1362.0183054280508,1345.4818593567827,1355.805419921875,3994466,INFY.NS
2022-10-10,1332.588821409084,1368.6981854241883,1332.588821409084,1366.502685546875,5274677,INFY.NS
2022-10-11,1366.5027151462443,1382.3852200310284,1326.7496940662147,1330.20654296875,12824774,INFY.NS
2022-10-12,1342.5388693180314,1346.3693331923362,1320.6303996368538,1334.784423828125,5481467,INFY.NS
2022-10-13,1336.9333076910314,1343.4264042727966,1321.9850666546536,1326.56298828125,4821514,INFY.NS
2022-10-14,1387.3835589567525,1395.7919441625509,1370.8003548008721,1377.3402099609375,14990688,INFY.NS
2022-10-17,1379.8160881214742,1396.7262628761878,1378.5080942299767,1392.0081787109375,4286396,INFY.NS
2022-10-18,1410.7401632204417,1411.6276693603506,1398.8282843588122,1404.854248046875,4692004,INFY.NS
2022-10-19,1405.134617151428,1406.0221233191176,1383.9268464072468,1387.803955078125,3553171,INFY.NS
2022-10-20,1378.0409162861508,1405.1346020978785,1377.2934586453487,1402.2384033203125,4583939,INFY.NS
2022-10-21,1401.6778166429754,1407.0030814923673,1393.3160765159234,1401.8646240234375,3594485,INFY.NS
2022-10-24,1418.6813917342831,1421.7645118292949,1411.674404287456,1418.0740966796875,982837,INFY.NS
2022-10-25,1427.6502363992558,1432.134753743465,1421.0637369795897,1425.9686279296875,3914341,INFY.NS
2022-10-27,1445.8027554940418,1449.675080951664,1428.5188123418102,1439.3330078125,6760137,INFY.NS
2022-10-28,1441.269109196886,1443.110789661149,1423.3240809696638,1429.22705078125,3053981,INFY.NS
2022-10-31,1445.2831992106653,1460.5364970067683,1445.2831992106653,1452.2723388671875,4542336,INFY.NS
2022-11-01,1466.8171905392458,1487.548374144499,1461.1974941726066,1485.659423828125,4542692,INFY.NS
2022-11-02,1484.7149844938565,1485.4233408795883,1459.2141546075115,1467.0533447265625,2938906,INFY.NS
2022-11-03,1453.3111724778755,1458.1752426773821,1437.1606700777834,1445.75537109375,3174027,INFY.NS
2022-11-04,1436.0272436084686,1436.0272436084686,1417.7989417807726,1429.9354248046875,4509682,INFY.NS
2022-11-07,1436.9245209987996,1443.0636094940094,1408.3068777426402,1423.7490234375,4898592,INFY.NS
2022-11-09,1444.1024749288151,1444.1024749288151,1417.7515957221951,1427.290771484375,3334755,INFY.NS
2022-11-10,1402.545755948444,1428.0465878747793,1402.545755948444,1418.5545654296875,3435763,INFY.NS
2022-11-11,1460.7725140027178,1486.131648725158,1460.7725140027178,1482.92041015625,7214098,INFY.NS
2022-11-14,1487.6901647934017,1503.037887107589,1481.3621116484285,1497.276611328125,4908813,INFY.NS
2022-11-15,1490.240232112127,1509.1297368834373,1485.4234314539203,1505.4935302734375,3497614,INFY.NS
2022-11-16,1508.4686235788981,1519.6606318989184,1505.0212659607996,1513.804931640625,4497697,INFY.NS
2022-11-17,1508.5157978849704,1513.8049514301815,1495.0570257981765,1499.260009765625,3469515,INFY.NS
2022-11-18,1503.3212027893417,1509.2714429554958,1488.020749922643,1504.9268798828125,3126064,INFY.NS
2022-11-21,1494.2543281777228,1499.685061076786,1477.2066184265336,1481.1260986328125,3071764,INFY.NS
2022-11-22,1481.881653603887,1499.8266831886376,1475.2703269147682,1497.04052734375,3399329,INFY.NS
2022-11-23,1500.6767042094996,1503.6045543410082,1491.609765131247,1495.2459716796875,3245067,INFY.NS
2022-11-24,1500.7710313630366,1545.1613639458326,1496.7570119273582,1539.3056640625,5282215,INFY.NS
2022-11-25,1540.816912890703,1552.717277727215,1524.194171905385,1544.8309326171875,4563255,INFY.NS
2022-11-28,1537.6057938055446,1561.6899140402138,1530.0499913789818,1533.26123046875,3825766,INFY.NS
2022-11-29,1531.1831893558135,1547.7587756791254,1525.3747589533061,1538.597412109375,3131710,INFY.NS
2022-11-30,1530.0025497746392,1554.3700559823376,1523.580187608322,1544.169677734375,11868134,INFY.NS
2022-12-01,1564.2397930045233,1579.7292094705547,1560.556431928097,1565.08984375,5407928,INFY.NS
2022-12-02,1564.050910451936,1569.5289126562202,1543.2251864512484,1546.9559326171875,4283343,INFY.NS
2022-12-05,1547.050415429896,1553.520047649621,1533.1666757673513,1548.7032470703125,3824966,INFY.NS
2022-12-06,1534.7719974234226,1535.7164724987601,1518.2909534757305,1523.3438720703125,4822398,INFY.NS
2022-12-07,1518.7160462813376,1533.638799818217,1508.0434309336783,1516.3548583984375,4898087,INFY.NS
2022-12-08,1516.3549434915763,1533.7333103434164,1509.7436170484489,1530.1915283203125,4206837,INFY.NS
2022-12-09,1537.6055628527909,1537.6055628527909,1474.4201514928093,1482.1649169921875,8880658,INFY.NS
2022-12-12,1463.936446589266,1479.0007787452835,1445.0942139259216,1461.2918701171875,8037679,INFY.NS
2022-12-13,1461.2918442107018,1489.9094861633073,1455.5778389700945,1484.8565673828125,6135067,INFY.NS
2022-12-14,1494.1598362090651,1500.2989252958914,1485.6595590119214,1491.7042236328125,4976020,INFY.NS
2022-12-15,1482.164795728985,1482.8258821709671,1450.005372995527,1454.9638671875,6443866,INFY.NS
2022-12-16,1440.3246302966304,1463.4642718981172,1428.0937229956533,1437.6800537109375,9630453,INFY.NS
2022-12-19,1424.2213251448436,1432.67444732123,1412.0376873550238,1423.6546630859375,6222740,INFY.NS
2022-12-20,1417.6571823876022,1431.8243094600966,1400.1371224576676,1423.607421875,7396259,INFY.NS
2022-12-21,1430.8800100337742,1436.5468615586603,1418.9323750103279,1425.732666015625,6236361,INFY.NS
2022-12-22,1437.0189446975508,1444.9997136201623,1427.810311959594,1437.5384521484375,6302640,INFY.NS
2022-12-23,1424.9297668197255,1426.0632062977531,1410.1015514777391,1413.973876953125,6283822,INFY.NS
2022-12-26,1417.1849663392582,1426.063055831315,1413.2653713978718,1418.9794921875,4115459,INFY.NS
2022-12-27,1426.1103295575908,1436.9717947188592,1414.351659043433,1430.73828125,4860076,INFY.NS
2022-12-28,1421.5295486328846,1440.2773576108673,1415.2960355986336,1426.2991943359375,5029860,INFY.NS
2022-12-29,1420.4906454993938,1436.8301119402413,1417.657220009701,1433.288330078125,4624745,INFY.NS
2022-12-30,1443.158051841277,1445.424815295315,1420.5379177608472,1424.4573974609375,5060544,INFY.NS
2023-01-02,1429.9354967332574,1441.7414370959825,1420.538014321483,1439.3802490234375,3801140,INFY.NS
2023-01-03,1435.4605900069873,1447.5499185184115,1430.9743328684137,1438.0107421875,4551130,INFY.NS
2023-01-04,1436.5467167186507,1436.5467167186507,1408.3068864084412,1411.801513671875,7059590,INFY.NS
2023-01-05,1422.2852532783609,1422.2852532783609,1387.6702134939665,1393.289794921875,9868404,INFY.NS
2023-01-06,1388.3784815110457,1393.1008572984983,1366.183315310019,1368.072265625,6443714,INFY.NS
2023-01-09,1367.7888980597156,1406.6540744484428,1367.7888980597156,1402.026123046875,11498717,INFY.NS
2023-01-10,1399.7124005995918,1401.5069267357626,1373.3143619683997,1388.142578125,7158624,INFY.NS
2023-01-11,1388.378488078802,1411.0458919658029,1382.711637107052,1389.55908203125,6173092,INFY.NS
2023-01-12,1399.6650331615556,1402.5457287550782,1374.211471608511,1398.3900146484375,6591385,INFY.NS
2023-01-13,1401.1288374943101,1435.0355172875645,1386.4894731659233,1420.1600341796875,11610426,INFY.NS
2023-01-16,1426.1575098328417,1443.1580629301868,1418.885097124818,1440.796875,6073063,INFY.NS
2023-01-17,1442.2135915678791,1456.5695681043862,1439.3801660441702,1454.01953125,5922644,INFY.NS
2023-01-18,1458.9781090586928,1465.6838601217994,1454.1140385739964,1459.592041015625,5843098,INFY.NS
2023-01-19,1454.3972338918832,1463.511441692576,1441.4107012281002,1453.4527587890625,6165284,INFY.NS
2023-01-20,1452.6027857523852,1459.2141118253805,1439.3801336063948,1440.8441162109375,6496429,INFY.NS
2023-01-23,1449.7694298401668,1467.0533720913706,1443.2525279113988,1462.047607421875,4855020,INFY.NS
